_id,หน่วยงานเจ้าของ,หน่วย,ชื่อโรงงาน,ประกอบกิจการ,ปีที่ได้รับอนุญาต,ตำบล,อำเภอ,เงินลงทุนรวม,TSIC,รหัสประเภท
99,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,บิ๊ก ดี วัสดุ,ทำส่วนประกอบงานก่อสร้างอาคาร เช่นหลังคาแผ่นเหล็ก กันสาด ผนังอาคารและโครงหลังคา,2558,มุกดาหาร,เมืองมุกดาหาร," 8,000,000 ",25111,6302
100,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,ปาโก้เมทัลชีท,ผลิตแผ่นหลังคาเหล็ก,2564,มุกดาหาร,เมืองมุกดาหาร," 5,180,000 ",25111,6302
101,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,โรงงานหลังคาเหล็ก สยามช้างไทย มุกดาหาร,ผลิตแผ่นหลังคาเหล็กรีดลอน ประตูเหล็กม้วน โครงฝาหลังคา เหล็กแปหลังคา,2558,มุกดาหาร,เมืองมุกดาหาร," 20,000,000 ",25111,6302
102,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,โรงงานแผ่นหลังคาเหล็ก BK,ทำส่วนประกอบงานก่อสร้างอาคาร เช่น หลังคาแผ่นเหล็ก กันสาด,2562,บางทรายใหญ่,เมืองมุกดาหาร," 6,000,000 ",25111,6302
103,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,ห้างหุ้นส่วนจำกัด บิ๊ก ดี เลี่ยงเมือง,ทำส่วนประกอบงานก่อสร้างอาคาร เช่น หลังคาแผ่นเหล็ก กันสาด ผนังอาคารและโครงหลังคา,2556,มุกดาหาร,เมืองมุกดาหาร," 4,920,000 ",25111,6302
104,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,ห้างหุ้นส่วนจำกัด บิ๊กดี โนนสว่าง,ทำส่วนประกอบงานก่อสร้างอาคาร เช่นหลังคาแผ่นเหล็ก กันสาด ผนังอาคารและโครงหลังคา,2557,บางทรายใหญ่,เมืองมุกดาหาร," 11,000,000 ",25111,6302
105,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,วงษ์พาณิชย์,อัดเศษกระดาษ อัดเศษโลหะ และอัดเศษพลาสติก,2552,มุกดาหาร,เมืองมุกดาหาร," 3,050,000 ",25999,6411
106,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,มีชัยการช่าง,กลึงและเชื่อมโลหะ,2564,มุกดาหาร,เมืองมุกดาหาร," 1,010,000 ",25922,6413
107,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,บริษัท มุกดาหาร ฮอนด้าคาร์ส จำกัด,ซ่อมรถยนต์,2564,มุกดาหาร,เมืองมุกดาหาร," 15,000,000 ",28110,6500
108,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,มุกดาหารคว้านเจียร์,ซ่อมแซมส่วนประกอบหรืออุปกรณ์ของเครื่องยนต์และเครื่องยนต์,2541,มุกดาหาร,เมืองมุกดาหาร," 8,000,000 ",28110,6500
109,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,นายไชยรัตน์ ลุสวัสดิ์,ซ่อมและต่อเรือดูดทราย,2556,โพธิ์ไทร,ดอนตาล," 650,000 ",33151,7501
110,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,บริษัท หินสวย ทรายงาม จำกัด,ซ่อมแซม และทาสีเรือกลลำน้ำ,2565,โพธิ์ไทร,ดอนตาล," 3,000,000 ",33151,7501
111,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,อู่ต่อเรือศรีเผย,ต่อเรือและซ่อมเรือ,2548,บางทรายใหญ่,เมืองมุกดาหาร," 550,000 ",33151,7501
112,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,ห้างหุ้นส่วนจำกัด ป.มุกดาหาร,ต่อเรือและซ่อมเรือ,2545,บางทรายใหญ่,เมืองมุกดาหาร," 1,160,000 ",33151,7501
113,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,นางสาววรวรรณ บุญสุวรรณโชติ,ซ่อมและต่อเรือดูดทราย,2559,นาสีนวน,เมืองมุกดาหาร," 650,000 ",33151,7501
114,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,ห้างหุ้นส่วนจำกัด ท่าทรายศรีเผย มุกดาหาร,ซ่อม และต่อเรือดูดทราย,2564,ป่งขาม,หว้านใหญ่," 7,200,000 ",33151,7501
115,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,เจริญศิลป์,ทำโครงหลังคา และเบาะรถยนต์,2564,มุกดาหาร,เมืองมุกดาหาร," 711,000 ",29309,7702
116,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,บริษัท พรีเมียร์ ควอลิตี้ สตาร์ช จำกัด,ผลิตพลังงานไฟฟ้าจากก๊าซชีวภาพ กำลังการผลิต 2.126 เมกะวัตต์,2558,คำป่าหลาย,เมืองมุกดาหาร," 60,000,000 ",35101,8802
117,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,บริษัท พรีเมียร์ไบโอเอนเนอร์จี จำกัด,ผลิตพลังงานไฟฟ้าจากก๊าซชีวภาพ กำลังการผลิตส่วนขยาย 2.352 เมกะวัตต์,2553,คำป่าหลาย,เมืองมุกดาหาร," 170,000,000 ",35101,8802
118,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,บริษัท มุกดาหารไบโอแก๊ส จำกัด,"ผลิต ส่งและจำหน่ายก๊าซชีวภาพ 13,000 ลบ.ม/วัน",2556,หนองแคน,ดงหลวง," 45,000,000 ",20111,8900
119,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,บริษัท พรีเมียร์ไบโอเอนเนอร์จี จำกัด,ผลิตก๊าชชีวภาพ,2553,คำป่าหลาย,เมืองมุกดาหาร," 150,000,000 ",20111,8900
120,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,สนิทภัณฑ์อุตสาหกรรมห้องเย็น,โรงงานห้องเย็น,2536,มุกดาหาร,เมืองมุกดาหาร," 8,200,000 ",52101,9200
121,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,ห้องเย็นมหาชัยวาริน,ห้องเย็น,2558,มุกดาหาร,เมืองมุกดาหาร," 25,000,000 ",52101,9200
122,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,มหาชัยวาริน (สาขามุกดาหาร),โรงงานห้องเย็น,2564,มุกดาหาร,เมืองมุกดาหาร," 6,200,000 ",52101,9200
123,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,บริษัท บุญศิริ โฟรเซ่นโปรดักส์ จำกัด,ห้องเย็น,2557,บางทรายใหญ่,เมืองมุกดาหาร," 8,500,000 ",52101,9200
124,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,บริษัท โตโยต้ามุกดาหาร(1993) ผู้จำหน่ายโตโยต้า จำกัด,ซ่อมและพ่นสีรถยนต์,2550,มุกดาหาร,เมืองมุกดาหาร," 25,814,454 ",33121,9501
125,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,ห้างหุ้นส่วนจำกัด ภาคอีสาณอุบล (ตังปัก) สาขามุกดาหาร,การซ่อมแซมยานที่ขับเคลื่อนด้วยเครื่องยนต์หรือส่วนประกอบของยานดังกล่าว,2537,มุกดาหาร,เมืองมุกดาหาร," 8,000,000 ",33121,9501
126,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,บริษัท ธนาพรพรรณ การาจ จำกัด,ซ่อมรถยนต์และเคาะพ่นสีรถยนต์,2547,มุกดาหาร,เมืองมุกดาหาร," 3,300,000 ",33121,9501
127,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,อู่เกรียงไกรเคาะพ่นสี,ซ่อม - เคาะพ่นสีรถยนต์,2553,มุกดาหาร,เมืองมุกดาหาร," 4,900,000 ",33121,9501
128,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,อู่ทศพลเซอร์วิส,ซ่อมรถยนต์ เครื่องยนต์,2547,มุกดาหาร,เมืองมุกดาหาร," 195,000 ",33121,9501
129,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,บริษัท สยามนิสสันมุกดาหาร จำกัด,"ซ่อมเครื่องยนต์,รถยนต์ และซ่อมสีรถยนต์",2539,มุกดาหาร,เมืองมุกดาหาร," 16,000,000 ",33121,9501
130,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,โรงกลึงเทคนิคยนต์,กลึง เชื่อมโลหะ และซ่อมเครื่องยนต์,2524,มุกดาหาร,เมืองมุกดาหาร," 1,000,000 ",33121,9501
131,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,บริษัท โมโตเมค จำกัด,ซ่อมรถจักรยานยนต์ และส่วนประกอบรถจักรยานยนต์,2560,บางทรายใหญ่,เมืองมุกดาหาร," 31,000,000 ",33121,9501
132,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,บริษัท โตโยต้ามุกดาหาร(1993) ผู้จำหน่ายโตโยต้า จำกัด,ซ่อมรถยนต์และส่วนประกอบรถยนต์,2560,มุกดาหาร,เมืองมุกดาหาร," 210,000,000 ",33121,9501
133,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,บี-ควิก สาขาโรบินสัน มุกดาหาร,ศูนย์บริการซ่อมแซมรถยนต์,2557,มุกดาหาร,เมืองมุกดาหาร," 17,500,000 ",33121,9501
134,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,อู่ทิพย์เซอร์วิส,"เคาะพ่นสีรถยนต์ซ่อมบำรุง,ตรวจสภาพรถยนต์",2553,คำอาฮวน,เมืองมุกดาหาร," 21,000,000 ",33121,9501
135,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,อู่รุ่งโรจน์,"ซ่อม,เคาะพ่นสีรถยนต์",2553,มุกดาหาร,เมืองมุกดาหาร," 2,187,300 ",33121,9501
136,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,สหกิจคาร์แคร์,ซ่อมรถยนต์-เคาะพ่นสีรถยนต์,2539,มุกดาหาร,เมืองมุกดาหาร," 6,100,000 ",33121,9503
137,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,สุวิทย์พืชผล,ลานตากกากมันสำปะหลัง,2558,ดงหลวง,ดงหลวง," 2,500,000 ",38300,10600
138,สำนักงานอุตสาหกรรมจังหวัดมุกดาหาร ,บาท,บริษัท พรีเมียร์ควอลิตี้สตาร์ช จำกัด (มหาชน),ลานตากกากมันสำปะหลัง,2558,คำป่าหลาย,เมืองมุกดาหาร," 50,000,000 ",38300,10600
